CPU,Display,Graphics,ImgURL,Name,Price,Ram,Status,Storage,URL
i7 - 8560u,15.6'' Full HD,Intel UHD 620,https://laptop88.vn/media/product/pro_poster_7213.jpg,Laptop Cũ Dell Latitude 5500 - Intel Core i7,9.790.000 đ,8GB DDR4,,SSD 256GB,https://laptop88.vn/laptop-cu-dell-latitude-5500-intel-core-i7.html
i7 - 7700HQ,15.6'' Full HD,Quadro M1200,https://laptop88.vn/media/product/6936_ac__lenovo_thinkpad_p51.jpg,Laptop Workstation Cũ Lenovo Thinkpad P51 - Intel Core i7,Liên Hệ,16GB DDR4,,SSD 512GB,https://laptop88.vn/laptop-workstation-cu-lenovo-thinkpad-p51-intel-core-i7.html
i5 - 5200U,14 Inch HD,Intel HD 5500,https://laptop88.vn/media/product/pro_poster_2559.jpg,Laptop Cũ Dell Latitude E7450 - Intel Core i5,Liên Hệ,4GB DDR3,,SSD 128GB,https://laptop88.vn/laptop-cu-dell-latitude-e7450-core-i5.html
i5 - 4200U,15.6 Inch HD,Intel HD 4400,https://laptop88.vn/media/product/pro_poster_2526.jpg,Laptop Cũ Dell Latitude E5540 - Intel Core i5,Liên Hệ,4GB DDR3L,Used,SSD 120GB,https://laptop88.vn/laptop-dell-latitude-e5540.html
i5 - 10210U,14'' Full HD,Intel UHD Grapchis,https://laptop88.vn/media/product/pro_poster_7544.jpg,Laptop Cũ Lenovo Thinkpad T14 Gen 1 - Intel Core i5,Liên Hệ,8GB DDR4,,SSD 256GB,https://laptop88.vn/laptop-cu-lenovo-thinkpad-t14-gen-1-intel-core-i5.html
i5 - 5200U,14 Inch HD,Intel HD 5500,https://laptop88.vn/media/product/pro_poster_3952.jpg,Laptop cũ Dell Latitude E5450 - Intel Core i5,4.990.000 đ,4GB DDR3,Used,SSD 120GB,https://laptop88.vn/laptop-dell-latitude-e5450-intel-core-i5-5300uram-4gbssd-120gbintel-hd-graphics-550014-inch-hd.html
,,,https://laptop88.vn/media/product/pro_poster_3955.jpg,Laptop HP Probook 450 G5 - Intel Core i5-7200U | 15.6 inch Full HD,Liên Hệ,,,,https://laptop88.vn/laptop-hp-probook-450-g5-intel-core-i5-8250uram-4gbssd-256gbintel-uhd-graphics-62015.6-inch-fullhdkeyled-bao-hanh-hang-82019/p3955.html
i7 - 8850H,15.6'' Full HD,Intel UHD Graphics,https://laptop88.vn/media/product/7493_laptop_dell_latitude_5591_1.jpg,Laptop Cũ Dell Latitude 5591 - Intel Core i7,10.690.000 đ,8GB or 16GB DDR4,Used,SSD 256GB,https://laptop88.vn/laptop-cu-dell-latitude-5591-intel-core-i7.html
"
Intel Core i3 1115G4
","14.0"" HD","
Card Intel UHD Graphics
",https://laptop88.vn/media/product/6700_dsc04677_min.jpg,Laptop Cũ Dell Vostro 3400 - Intel Core i3-1115G4,7.990.000 đ,4GB DDR4,Used,SSD 256GB NVMe,https://laptop88.vn/moi-100-full-box-laptop-dell-vostro-3400-intel-core-i3.html
i5 - 6200U,14'' Full HD,Intel HD 520,https://laptop88.vn/media/product/pro_poster_4588.jpg,Laptop Cũ Lenovo Thinkpad X1 Carbon Gen 4 - Intel Core i5,Liên Hệ,8GB DDR4,,SSD 240GB,https://laptop88.vn/laptop-cu-lenovo-thinkpad-x1-carbon-gen-4-intel-core-i5.html
i7 - 6700HQ,"15.6"" Full HD",Quadro M1000M,https://laptop88.vn/media/product/pro_poster_4854.jpg,Laptop Workstation Cũ ThinkPad P50 - Intel Core i7 / Xeon,12.990.000 đ,8GB DDR4,Used,SSD 240GB,https://laptop88.vn/laptop-workstation-cu-thinkpad-p50-intel-core-i7.html
i5 - 6200U,12.5 Inch HD,Intel HD 520,https://laptop88.vn/media/product/pro_poster_4823.jpg,Laptop Cũ HP Elitebook 820 G3 - Intel Core i5,Liên Hệ,8GB DDR4,,SSD 240GB,https://laptop88.vn/laptop-cu-hp-elitebook-820-g3-intel-core-i5/p4823.html
"
R7 - 7735HS 
","15.6"" Full HD 144Hz",Nvidia RTX 4050 6GB,https://laptop88.vn/media/product/pro_poster_7960.jpg,[Mới 100% Full Box] Laptop ASUS TUF Gaming A15 FA507NU-LP034W - AMD Ryzen 7-7735HS | RTX 4050 6GB | 15.6 Inch Full HD 144Hz,28.990.000 đ,8GB DDR5,,SSD 512GB NVMe,https://laptop88.vn/moi-100-full-box-laptop-asus-tuf-gaming-a15-fa507nu-lp034w-amd-ryzen-7-7735hs-rtx-4050-6gb-15.6-inch-full-hd-144hz.html
i3 - 4005U,15.6 Inch HD,Intel HD 4400,https://laptop88.vn/media/product/pro_poster_5724.jpg,Laptop Cũ Dell Latitude E5540 - Intel Core i3,Liên Hệ,4GB DDR3,,SSD 120GB,https://laptop88.vn/laptop-cu-dell-latitude-e5540-intel-core-i3/p5724.html
i5-2410M,14 Inch HD,Intel HD 3000,https://laptop88.vn/media/product/pro_poster_7317.jpg,Laptop Cũ Lenovo Thinkpad T420 - Intel Core i5,Liên Hệ,4GB DDR3,,SSD 128GB,https://laptop88.vn/laptop-cu-lenovo-thinkpad-t420-intel-core-i5.html
i5 - 8265U,"13.3"" Full HD",Intel UHD 620,https://laptop88.vn/media/product/7210_5401.png,Laptop Cũ Dell Latitude 7300 - Intel Core i5,8.190.000 đ,8GB DDR4,Used,SSD 256GB,https://laptop88.vn/laptop-cu-dell-latitude-7300-intel-core-i5.html
i5 - 7300HQ,"15.6"" Full HD",Nvidia GTX 1050,https://laptop88.vn/media/product/pro_poster_3773.jpg,Laptop Gaming cũ Dell Inspiron 5577 - Intel Core i5,10.990.000 đ,8GB DDR4,Used,SSD 240GB,https://laptop88.vn/dell-inspiron-gaming-5577-intel-i5-7300hqram8ssd-hdd-1tb-nvidia-geforce-gtx-1050-4gb-ddr5fhd-ips156inch.html
"
Core i5-11260H
","15.6"" Full HD",Nvidia RTX 3050,https://laptop88.vn/media/product/pro_poster_6908.jpg,[New Outlet] Laptop Dell Gaming G15 5511 - Intel Core i5-11260H | RTX 3050 | 15.6 inch Full HD,16.990.000 đ,8GB DDR4,New Outlet,SSD 256GB NVMe,https://laptop88.vn/moi-100-full-box-laptop-dell-gaming-g15-5511-70266676-intel-core-i5.html
R7-7745HX,"16"" 240Hz 100%sRGB",Nvidia RTX 4060 8GB,https://laptop88.vn/media/product/pro_poster_8149.jpg,[New 100%] Laptop Lenovo Legion 5 Pro 16ARX8 82WM001SCD | AMD Ryzen 7 - 7745HX | RTX 4060 | 16 Inch WQXGA 100% sRGB 240Hz,35.990.000 đ,16GB DDR5,New 100%,SSD 512GB NVMe,https://laptop88.vn/new-100-laptop-lenovo-legion-5-pro-16arx8-82wm001scd-amd-ryzen-7-7745hx-rtx-4060-16-inch-wqxga-100-srgb-165hz.html
AMD R5 - 2500U,"14"" Full HD","
AMD Radeon Vega
",https://laptop88.vn/media/product/7225_13963_laptop_hp_elitebook_745_g5_5zu69pa_silver_4.jpg,Laptop Cũ HP Elitebook 745 G5 - AMD Ryzen 5,Liên Hệ,16GB DDR4,,SSD 256GB,https://laptop88.vn/laptop-cu-hp-elitebook-745-g5-amd-ryzen-5.html
R7-4800H,"15.6"" Full HD 144Hz",Nvidia GTX 1650,https://laptop88.vn/media/product/pro_poster_6637.jpg,[New 100%] Laptop Asus ROG STRIX G15 G513IH-HN015W - AMD Ryzen 7,17.790.000 đ,8GB DDR4,New 100%,SSD 512GB,https://laptop88.vn/moi-100-full-box-laptop-asus-rog-strix-g15-g513ih-hn015t-amd-ryzen-7.html
"
Core i5-1235U
","14.0"" Full HD","
Intel Iris Xe Graphics
",https://laptop88.vn/media/product/7401_dsc06756_edit__2_.jpg,[New Outlet] Laptop Dell Inspiron 14 7420 4X4J0 2in1 (2022) - Intel Core i7-1255U | 14 inch Full HD+ Touch,18.690.000 đ,8GB DDR4,New Outlet,SSD 512GB,https://laptop88.vn/moi-100-full-box-laptop-dell-inspiron-14-7420-r6h1w-2in1-intel-core-i5-1235u-14-inch-full-hd-touch.html
i9 - 13900HX,"16"" 240Hz 100% sRGB",Nvidia RTX 4080,https://laptop88.vn/media/product/pro_poster_8060.jpg,[New 100%] Lenovo Legion Pro 7 16IRX8H 82WQ002SUS - Intel Core i9-13900HX |  RTX 4080 | 16 inch QHD+ 240Hz 500nits 100% sRGB,76.990.000 đ,8GB DDR5 5600Mhz,New 100%,SSD 1TB NVMe,https://laptop88.vn/new-100-lenovo-legion-pro-7-16irx8h-82wq002sus-intel-core-i9-13900hx-rtx-4080-16-inch-qhd-240hz-500nits-100-srgb.html
"
 R5-4500U
","14"" Full HD","
AMD Radeon Graphics
",https://laptop88.vn/media/product/pro_poster_7870.jpg,[New 100%] Laptop Dell Inspiron 5405-R2602S - AMD Ryzen 5 - 4500U | 14 Inch Full HD,14.990.000 đ,16GB DDR4,,SSD 512GB NMVe,https://laptop88.vn/new-100-laptop-dell-inspiron-5405-r2602s-amd-ryzen-5-4500u-14-inch-full-hd.html
R5 - 6600H,"15.6"" Full HD",AMD Radeon Vega,https://laptop88.vn/media/product/pro_poster_7829.jpg,Laptop Dell Gaming G15 5525 - AMD Ryzen 5  6600H | 15.6 Inch Full HD 120Hz,15.990.000 đ,8GB DDR5,Used,SSD 512GB NVMe,https://laptop88.vn/moi-100-full-box-laptop-dell-g15-5525-r5h085w11gr3050-amd-ryzen-5-6600h-rtx-3050-4gb-15.6-inch-full-hd.html
i7-12700H,"15.6"" 165Hz 100%sRGB",NVIDIA RTX3060 ,https://laptop88.vn/media/product/pro_poster_7053.jpg,[New 100%] Laptop Dell Gaming G15 5520 R1766B - Intel Core i7 12700H | RTX 3060  ,26.990.000 đ,16GB DDR5,New 100%,SSD 512GB,https://laptop88.vn/moi-100-full-box-laptop-dell-gaming-g15-5520-2022-intel-core-i7-12700h-rtx-3050ti.html
"
Intel i5 13500H
","17.3"" 165Hz 100% sRGB",Nvidia RTX 4050,https://laptop88.vn/media/product/pro_poster_7878.jpg,[New 100%] Laptop Gaming Acer Nitro 17 Phoenix AN17-51-50B9 2023 - Intel Gen i5 13500H | RTX 4050 | 17 inch Full HD 165Hz 100% sRGB,34.690.000 đ,8GB DDR5,New 100%,SSD 512GB NVMe,https://laptop88.vn/new-100-laptop-acer-nitro-17-2023.html
i7 - 12700H,"16"" WQXGA 165Hz",Nvidia RTX 3050,https://laptop88.vn/media/product/pro_poster_8145.jpg,[New Outlet] Laptop Lenovo Legion 5 Pro 16IAH7H 82S00003US - Intel Core i7 - 12700H | RTX 3050Ti | 16 Inch WQXGA,24.590.000 đ,16GB DDR5,New Outlet,SSD 512GB NVMe,https://laptop88.vn/moi-100-full-box-laptop-lenovo-legion-5-pro-16iah7h-82s0003us-intel-core-i7-12700h-rtx-3050ti-6gb-16-inch-wqxga.html
"
i5-11400H
","15.6"" Full HD 144Hz","
Nvidia RTX 2050
",https://laptop88.vn/media/product/7980_7832_7452_11020_asus_tuf_gaming_a15_fa506ihr_1.jpg,[New 100%] Laptop ASUS TUF GAMING FX506HF-HN014W - Intel Core i5 - 11400H | RTX2050 | 15.6 Inch Full HD 144Hz,18.990.000 đ,8GB DDR4,New 100%,SSD 512GB NVMe,https://laptop88.vn/new-100-laptop-asus-tuf-gaming-fx506hf-hn014w-intel-core-i5-11400h-rtx2050-15.6-inch-full-hd-144hz.html
"
Intel Core i5-12450H
","15.6"" Full HD 144Hz",Geforce RTX 3050,https://laptop88.vn/media/product/pro_poster_7008.jpg,[New 100%] Laptop Asus TUF Dash 2022 F15 FX517ZC HN077W - Intel Core i5 12450H | RTX 3050 | RAM 8GB DDR5,20.790.000 đ,8GB DDR5 ,New 100%,SSD 512GB NVMe,https://laptop88.vn/moi-100-full-box-laptop-asus-tuf-dash-2022-f15-intel-core-i5-12450h-rtx-3050-black.html
R7 - 6800H,"15.6"" Full HD ",Nvidia RTX  3050Ti,https://laptop88.vn/media/product/pro_poster_7784.jpg,[New 100%] Laptop Asus TUF Gaming A15 FA507RE-M004Y0 - AMD Ryzen 7 - 6800H | RTX 3050 Ti | 144Hz,20.690.000 đ,8GB DDR5,New 100%,SSD 512GB NMVe,https://laptop88.vn/moi-100-full-box-laptop-asus-tuf-gaming-a15-fa507r-m004y0-amd-ryzen-7-6800h-rtx-3050-ti-15.6-inch-full-hd.html
Intel Core i5-12450H,"15.6"" Full HD 144Hz",RTX 3050Ti,https://laptop88.vn/media/product/pro_poster_7410.jpg,[New 100%] Laptop ASUS TUF Dash F15  FX517ZE-HN045W (2022) - Intel Core i5 12450H | RTX 3050Ti | RAM 8GB DDR5,21.990.000 đ,8GB DDR5,New 100%,SSD 512GB NVMe,https://laptop88.vn/moi-100-full-box-laptop-asus-tuf-dash-f15-fx517ze-hn045w-intel-core-i5-12450h-rtx-3050-ram-8gb-ddr5.html
"
AMD R5-5600H
","15.6"" Full HD 144hz",RX5500M 4GB GDDR6,https://laptop88.vn/media/product/pro_poster_7874.jpg,[New 100%] Laptop MSI Gaming Bravo 15 B5DD-417VN - AMD Ryzen 5 - 5600H | RX5500M 4GB | 15.6 Inch Full HD,15.490.000 đ,8GB DDR4,New 100%,SSD 512GB NMVe,https://laptop88.vn/new-100-laptop-msi-gaming-bravo-15-b5dd-417vn-amd-ryzen-5-5600h-rx5500m-4gb-15.6-inch-full-hd.html
"
i7-11800H
","16"" 2K 100% sRGB","
Nvidia RTX 3050
",https://laptop88.vn/media/product/pro_poster_6403.jpg,Laptop Cũ Lenovo Legion 5 Pro 16ITH6H - Intel Core i7-11800H | RTX 3050 | 16 inch 2K 100% sRGB,21.690.000 đ,16GB DDR4,Used,SSD 512GB NMVe,https://laptop88.vn/moi-100-full-box-laptop-lenovo-legion-5-pro-16ach6h.html
 i3-10110U,14 inch HD,Intel UHD Graphics,https://laptop88.vn/media/product/pro_poster_7985.jpg,[New 100%] Laptop Fujitsu LifeBook E5410 - Intel Core i3-10110U | 14 Inch HD,Liên Hệ,4GB DDR4,,SSD 256GB,https://laptop88.vn/moi-100-full-box-laptop-fujitsu-lifebook-e5410-intel-core-i3-10110u-14-inch-hd.html
"
i7 - 12700H
",14 Inch (1920 x 1200),Nvidia RTX 3060,https://laptop88.vn/media/product/pro_poster_8151.jpg,[New 100%] Laptop Acer Predator Triton 300 SE PT314-52s-747P - Intel Core i7-12700H | RTX 3060 | 14 Inch Full HD+,28.990.000 đ,16GB DDR5 ,New 100%,SSD 512GB NMVe,https://laptop88.vn/new-100-laptop-acer-predator-triton-300-se-pt314-52s-747p-nh.qhmaa.001-intel-core-i7-12700h-rtx3060-14-inch-wuxga.html
i7 - 12700H,"16"" WQXGA 165Hz",Nvidia RTX 3060,https://laptop88.vn/media/product/pro_poster_7665.jpg,[New 100%] Laptop Lenovo Legion 5 Pro 16IAH7H 82RF0043VN - Intel Core i7 - 12700H | RTX 3060 | 16 Inch WQXGA,33.990.000 đ,16GB DDR5,New 100%,SSD 512GB NVMe,https://laptop88.vn/moi-100-full-box-laptop-lenovo-legion-5-pro-16iah7h-82rf0002us-intel-core-i7-12700h-rtx-3060-6gb-16-inch-wqxga.html
i5 - 11320H,"13.3"" 2K",Intel Iris Xe Graphics,https://laptop88.vn/media/product/7785_7375_dell_inspiron_5310____nh_ch__nh_bzgdak.jpg,Laptop Cũ Dell Inspiron 5310 - Intel Core i5 - 11320H | 8GB | 13.3 inch 2K,13.690.000 đ,8GB DDR4,Used,SSD 512GB,https://laptop88.vn/moi-100-full-box-laptop-dell-vostro-5310-intel-core-i5-11320h-13.3-inch-qhd.html
"
Core i5-12500H
","15.6"" FHD 100%DCI-P3","
Intel Iris Xe
",https://laptop88.vn/media/product/pro_poster_7321.jpg,[New 100%] Laptop Asus Vivobook 15X OLED  A1503ZA-L1421W | A1503ZA-L1422W - Intel i5 12500H [2022],16.890.000 đ,8GB DDR4,New 100%,SSD 512GB NVMe,https://laptop88.vn/moi-100-full-box-laptop-asus-vivobook-15x-a1503za-l1422w-intel-i5-12500h.html
i5 - 1240P,"16"" Full HD+","
Intel® UHD Graphics
",https://laptop88.vn/media/product/pro_poster_7810.jpg,[New 100%] Laptop Dell Vostro 16 5620 R1505A - Intel Core i5 - 1240P | 16 Inch Full HD+,16.690.000 đ,8GB DDR4,New 100%,SSD 256GB,https://laptop88.vn/moi-100-full-box-laptop-dell-vostro-16-5620-r1505a-intel-core-i5-1240p-16-inch-full-hd.html
"
Core i5-1235U
","15.6"" Full HD","
Intel UHD Graphics
",https://laptop88.vn/media/product/pro_poster_6662.jpg,[New 100%] Laptop HP 15s-fq5163TU 7C135PA - Intel Core i5-1235U | 15.6 inch Full HD,14.390.000 đ,8GB DDR4,New 100%,SSD 256GB NVMe,https://laptop88.vn/moi-100-full-box-laptop-hp-15s-fq2602tu-4b6d3pa-intel-core-i5.html
"
I5-13500H
","15.6"" Full HD OLED","
Intel Iris Xe Graphics
",https://laptop88.vn/media/product/pro_poster_8039.jpg,[New 100%] Laptop ASUS Vivobook 15 OLED A1505VA-L1114W - Intel Core i5-13500H | 15.6 Inch Full HD OLED,18.790.000 đ,16GB DDR4,New 100%,SSD 512GB NVMe,https://laptop88.vn/new-100-laptop-asus-vivobook-15-oled-a1505va-l1114w-intel-core-i5-13500h-15.6-inch-full-hd-oled.html
"
Core i5-1035G1
","15.6"" Full HD","
Intel UHD Graphics
",https://laptop88.vn/media/product/pro_poster_6932.jpg,[New 100%] Laptop Dell Inspiron 3511 XG9DP - Intel Core i5 - 1035G1 | 15.6 Inch Full HD,11.990.000 đ,8GB DDR4 ,New 100%,SSD 256GB NVMe,https://laptop88.vn/moi-100-full-box-laptop-dell-inspiron-15-3511-intel-core-i5-1.html
R7 - 6800HS,16 inch 2.5K,RTX 3050,https://laptop88.vn/media/product/pro_poster_8194.jpg,[New 100%] Laptop Lenovo Ideapad 5 Pro 16ARH7 82SN00B0VN - Ryzen 7 6800HS | 16GB | 512GB | RTX 3050 | 16 inch 2.5K,24.590.000 đ,16GB LPDDR5,New 100%,SSD 512GB NVMe,https://laptop88.vn/new-100-laptop-lenovo-ideapad-5-pro-16arh7-82sn00b0vn-ryzen-7-6800hs-16gb-512gb-rtx-3050-16-inch-2.5k.html
"
Core i7-1195G7
","14"" 4K 500nits 100% sRGB","
Intel Iris Xe Graphics
",https://laptop88.vn/media/product/pro_poster_8059.jpg,[New Outlet] Laptop Lenovo Ideapad Slim 9i 14ITL5 82D2000QUS | Intel Core i7-1195G7 | 16GB | 14 inch 4K IPS 500nits 90% DCI-P3,18.990.000 đ,16GB LPDDR4,New Outlet,SSD 512GB NVMe,https://laptop88.vn/new-outlet-laptop-lenovo-ideapad-slim-9-14itl5-82d2000qus-intel-core-i7-1195g7-16gb-14-inch-4k-ips-500nits-90-dci-p3.html
i7 - 10610U,"14"" Full HD","
Intel UHD 620
",https://laptop88.vn/media/product/7707_35876_35821_35805_dell_latitude_5410_core_i5_10310u_16gb_ssd_pcie_256gb_14_inch_fhd_windows_10_35789_2.jpg,Laptop Cũ Dell Latitude 5410 - Intel Core i7-10610U | 14 inch Full HD,Liên Hệ,8GB DDR4,Used,SSD 256GB,https://laptop88.vn/laptop-cu-dell-latitude-5410-intel-core-i7.html
"
AMD R5-5625U
","14.0"" Full HD+ Touch","
Integrated AMD Vega
",https://laptop88.vn/media/product/pro_poster_7381.jpg,[New 100%] Laptop Dell Inspiron 14 7425 RG6WW  2 in 1 - AMD Ryzen 5 5625U | 14 inch Full HD+ (2022),15.690.000 đ,8GB DDR4,New 100%,SSD 512GB,https://laptop88.vn/moi-100-full-box-laptop-dell-inspiron-14-7425-2-in-1-amd-ryzen-5-5625u-2022.html
i7 -6500U,"14"" HD",AMD Radeon R5 M335,https://laptop88.vn/media/product/7722_________________________________________dell_inspiron_15_3542.jpeg,Laptop Cũ Dell Inspiron 5459 - Intel Core i7,Liên Hệ,8GB DDR4,,SSD 120GB,https://laptop88.vn/laptop-cu-dell-inspiron-5459-intel-core-i7.html
i7 -7500u,"15.6"" Full HD",AMD Radeon R5 M420,https://laptop88.vn/media/product/7721_dell_v3568_black1.png,Laptop Cũ Dell Vostro 15 3568 - Intel Core i7,Liên Hệ,8GB DDR4,,SSD 256GB,https://laptop88.vn/laptop-cu-dell-vostro-3568-intel-core-i7.html
i7-1065G7,13.3'' Full HD+,Intel Iris Plus Graphics,https://laptop88.vn/media/product/7764_dell_xps_13_7390_2_in_1_xps73902in102nu.jpg,Laptop Cũ Dell XPS 13 7390  2 in 1 - Intel Core i7-1065G7 | 13.3 Full HD+,Liên Hệ,16GB LPDDR4,,SSD 512GB,https://laptop88.vn/laptop-cu-dell-xps-13-7390-2-in-1-intel-core-i7-1065g7-13.3-full-hd.html
Intel Core i5-1135G7,"15.6"" Full HD",Intel VGA,https://laptop88.vn/media/product/pro_poster_7716.jpg,[New 100%] Laptop Dell Inspiron 15 3511 JNM5H - Intel Core i5 - 1135G7 | 15.6 Inch Full HD,13.290.000 đ,8GB,New 100%,SSD 256GB,https://laptop88.vn/moi-100-full-box-laptop-dell-inspiron-15-3511-r1605s-intel-core-i5-1135g7-15.6-inch-full-hd.html
i5-1145G7,"13.3"" Full HD",Iris Xe Graphics,https://laptop88.vn/media/product/7812_7042_m__n_h__nh_dell_latitude_7320.jpg,Laptop Cũ Dell Latitude 7320 - Intel Core i5,Liên Hệ,16GB DDR4,,SSD 256GB,https://laptop88.vn/laptop-cu-dell-latitude-7320-intel-core-i5.html
"
R5 - 5625U
","16.0"" Full HD+","
AMD Radeon Graphics
",https://laptop88.vn/media/product/pro_poster_7413.jpg,[New 100%] Laptop Dell Inspiron 16 5625 R1505S - AMD Ryzen 5 - 5625U | 16 Inch Full HD+,15.290.000 đ,8GB DDR4,New 100%,SSD 512GB NVMe,https://laptop88.vn/moi-100-full-box-laptop-dell-inspiron-16-5625-70281537-amd-ryzen-5-5625u-16-inch-full-hd-2022.html
i5 - 8250U,14''  HD,Intel UHD 620,https://laptop88.vn/media/product/7834_1545836583_496_nang_cap_ssd_ram_cho_laptop_asus_x407ua_1_420x420.jpg,Laptop Cũ Asus X407UA - Intel Core i5 - 8250U,Liên Hệ,8GB DDR4,,SSD128GB + HDD 500GB,https://laptop88.vn/laptop-cu-asus-x407ua-intel-core-i5-8250u.html
i7 - 8750H,15.6'' Full HD,Nvidia GTX 1050,https://laptop88.vn/media/product/7836_4293_dell_g3_i7__2.png,Laptop Gaming Cũ Dell Inspiron G3 3579 - Intel Core i7,Liên Hệ,8GB DDR4,,SSD 256GB,https://laptop88.vn/laptop-gaming-cu-dell-inspiron-g3-3579-intel-core-i7.html
i5 8250U,"15.6"" Full HD",Intel UHD Graphics,https://laptop88.vn/media/product/7809_4720_4497_artboard_1__1_.png,Laptop Cũ HP Probook 450 G6 - Intel Core i5-8265U |15.6 inch Full HD,Liên Hệ,8GB DDR4,,SSD 256GB,https://laptop88.vn/laptop-cu-hp-probook-450-g6-intel-core-i5-8265u-15.6-inch-full-hd.html
i7 - 9850H,14 Inch Full HD,NVIDIA GeForce MX150,https://laptop88.vn/media/product/7808_7718_46048_inspiron_5410_fhd_ha5.jpg,Laptop Cũ Dell Latitude 5401 - Intel Core i7 - 9850H | MX150 | 14 inch Full HD,Liên Hệ,8GB DDR4,,SSD 256GB,https://laptop88.vn/laptop-cu-dell-latitude-5401-intel-core-i7.html
R7 - 5825U,"15.6"" Full HD",Nvidia MX550,https://laptop88.vn/media/product/7847_7845_7316_7423_laptop_3525_3.png,Laptop Cũ Dell Inspiron 3525-4MP3R - AMD Ryzen 7 | MX550,Liên Hệ,16GB DDR4,,SSD 512GB,https://laptop88.vn/laptop-cu-dell-inspiron-3525-4mp3r-amd-ryzen-7-mx550.html
"
i5 - 7300u
","13.3"" Full HD","
 Intel HD Graphics 620
",https://laptop88.vn/media/product/7813_hp_elitebook_1030_g2_04.jpg,Laptop Cũ HP Elitebook X360 1030 G2 2in1 - Intel Core i5,Liên Hệ,8GB LPDDR4,,SSD 256GB ,https://laptop88.vn/laptop-cu-hp-elitebook-x360-1030g2-2in1-intel-core-i5.html
i5 - 1135G7,15.6'' Full HD,Intel Iris Xe Graphics,https://laptop88.vn/media/product/8050_untitled_1.jpg,Laptop Cũ Dell Inspiron 5502 MFK29 - Intel Core i5 - 1135G7 | 15.6 Inch Full HD,12.990.000 đ,12GB DDR4,Used,SSD 256GB NMVe,https://laptop88.vn/new-outlet-laptop-dell-inspiron-5502-mfk29-intel-core-i5-1135g7-15.6-inch-full-hd.html
"
i5 - 12500H
","15.6"" Full HD 144Hz",Nvidia RTX 3050 4GB,https://laptop88.vn/media/product/pro_poster_7866.jpg,[New 100%] Laptop Acer Nitro 5 AN515-58-52SP - Intel Core i5 - 12500H | RTX 3050 4GB | 15.6 Inch Full HD 144Hz,22.990.000 đ,8GB DDR4,,SSD 512GB NVMe,https://laptop88.vn/new-100-laptop-acer-nitro-5-an515-58-52sp-intel-core-i5-12500h-rtx-3050-4gb-15.6-inch-full-hd-144hz.html
"
R7 PRO-6850U
","14.0"" WUXGA","
AMD Radeo 680M
",https://laptop88.vn/media/product/pro_poster_7697.jpg, [New 100%] Laptop ThinkPad T14 Gen 3 21CF003WUS - AMD Ryzen 7 PRO - 6850U | 14 Inch WUXGA,24.990.000 đ,16GB LPDDR5,New 100%,SSD 512GB NVMe,https://laptop88.vn/moi-100-full-box-laptop-thinkpad-t14-gen-3-21cf003wus-amd-ryzen-7-pro-6850u-14-inch-wuxga.html
i5-7440HQ,15.6'' Full HD,Intel HD 630 Graphics,https://laptop88.vn/media/product/8082_4725_dell_precision_3520___1__1_.png,Laptop Cũ Dell Precision 3520 - Intel Core i5,Liên Hệ,8GB DDR4,,SSD 240GB,https://laptop88.vn/laptop-cu-dell-precision-3520-intel-core-i5.html
"
i5 - 1135G7
","17.3"" HD+",Intel® Iris Xe Graphics,https://laptop88.vn/media/product/7853_7701_7552_92787795_7684836425.jpg,Laptop Cũ HP 17-by4062cl 4R7Z3UA - Intel Core i5 - 1135G7 | 17.3 Inch HD+,Liên Hệ,8GB DDR4,,SSD 256GB NVMe,https://laptop88.vn/aptop-cu-hp-17-by4062cl-4r7z3ua-intel-core-i5-1135g7-17.3-inch-hd.html
i7-8650U,14 Inch Full HD,Intel HD 620,https://laptop88.vn/media/product/8175_5976_37636_laptop_latitude_5400_h3.jpg,Laptop Cũ Dell Latitude 5400 - Intel Core i7,8.990.000 đ,8GB DDR4,Used,SSD 240GB,https://laptop88.vn/laptop-cu-dell-latitude-5400-intel-core-i7.html
i5 - 1035G1,"15.6"" Full HD",MX230,https://laptop88.vn/media/product/8205_dell_inspiron_5493_laptopg7_com_vn_01_1632623278.png,Laptop Cũ Dell Inspiron 5493 - Intel Core i5-1035G1 | MX230,11.690.000 đ,8GB DDR4,Used,SSD 512GB,https://laptop88.vn/laptop-gaming-cu-dell-inspiron-5493-intel-core-i5-1035g1-mx230.html
"
Core i9-10885H
",15.6 inch Full HD+,"
Nvidia Quadro T
",https://laptop88.vn/media/product/8152_6961_dell_precision_5550_3__2_.jpg,Laptop Cũ Dell Precision 5550 - Intel Core i9-10885H  | 32GB | 15 inch Full HD+,31.990.000 đ,32GB DDR4,Used,SSD 1TB NVMe,https://laptop88.vn/laptop-cu-dell-precision-5550-intel-core-i7-10750h-t1000.html
"
i7 - 11850H
",17.3 Full HD,"
RTX A3000
",https://laptop88.vn/media/product/7952_,Laptop Cũ Dell Precision 7760 - Intel Core i7 - 11850H | RTX  A3000M | 17.3 Inch Full HD,Liên Hệ,32GB DDR4,,SSD 512GB NVMe,https://laptop88.vn/moi-100-full-box-laptop-dell-precision-7760-intel-core-i7-11850h-rtx-a3000m.html
